ID,Name,Code,Country
3765,Oceanic Airlines,,Guinea
3766,Odessa Airlines,ODS,Ukraine
3767,Odyssey International,ODY,Canada
3768,Office Federal De'Aviation Civile,FOC,Switzerland
3769,Ogooue Air Cargo,GBO,Gabon
3770,Okada Airlines,OKJ,Nigeria
3771,Okapi Airways,OKP,Democratic Republic of Congo
3772,Okay Airways,OKA,China
3773,Oklahoma Department of Public Safety,OKL,United States
3774,Olimex Aerotaxi,OLX,Czech Republic
3775,Olimp Air,KVK,Kazakhstan
3776,Olympic Airlines,OAL,Greece
3777,Olympic Aviation,OLY,Greece
3778,Oman Air,OMA,Oman
3779,Oman Royal Flight,ORF,Oman
3780,Omni - Aviacao e Tecnologia,OAV,Portugal
3781,Omni Air International,OAE,United States
3782,Omniflys,OMF,Mexico
3783,Omskavia Airline,OMS,Russia
3784,On Air Limited,ORL,Canada
3785,One Two Go Airlines,OTG,Thailand
3786,Onetime Airlines Zambia,OTM,Zambia
3787,Ontario Ministry of Health,MED,Canada
3788,Onur Air,OHY,Turkey
3789,Opal Air,OPA,Australia
3790,Open Sky Aviation,OSA,Lebanon
3791,OpenSkies,BOS,United Kingdom
3792,Operadora Turistica Aurora,ORR,Mexico
3793,Operadora de Lineas Ejecutivas,OLE,Mexico
3794,Operadora de Transportes Aereos,OTP,Mexico
3795,Operadora de Veulos Ejectutivos,OPV,Mexico
3796,Operation Enduring Freedom,LLO,Canada
3797,Operational Aviation Services,OAX,Australia
3798,Orange Air Services,ORD,Sierra Leone
3799,Orange Air Sierra Leone,ORJ,Sierra Leone
3800,Orange Aviation,ORE,Israel
3801,Orbit Express Airlines,ORX,Turkey
3802,Orca Air,ORK,Egypt
3803,Orebro Aviation,BUE,Sweden
3804,Orel State Air Enterprise,ORM,Russia
3805,Orenburg Airlines,ORB,Russia
3806,Organizacion De Transportes Aereos,OTA,Mexico
3807,Organizacoes Mambra,OML,Angola
3808,Orient Air,OVV,Syrian Arab Republic
3809,Orient Airlines,OTR,Sudan
3810,Orient Airways,ORN,Pakistan
3811,Orient Thai Airlines,OEA,Thailand
3812,Oriental Air Bridge,NGK,Japan
3813,Oriental Airlines,OAC,Nigeria
3814,Origin Pacific Airways,OGN,New Zealand
3815,Orion Air Charter,OED,South Africa
3816,Orion-x,OIX,Russia
3817,Orlan-2000,KOV,Kazakhstan
3818,Ornage Aircraft Leasing,RNG,Netherlands
3819,Orscom Tourist Installations Company,OAD,Egypt
3820,Osh Avia,OSH,Kyrgyzstan
3821,Ostend Air College,OCO,Belgium
3822,Ostfriesische Lufttransport,OLT,Germany
3823,Oulun Tilauslento,FNL,Finland
3824,Our Airline,RON,Nauru
3825,Out Of The Blue Air Safaris,OOT,South Africa
3826,Overland Airways,OLA,Nigeria
3827,Oxaero,OXE,United Kingdom
3828,Oxford Air Services,WDK,United Kingdom
3829,Oxley Aviation,OAA,Australia
3830,Ozark Air Lines,OZR,United States
3831,Ozjet Airlines,OZJ,Australia
3832,P & P Floss Pick Manufacturers,KTL,South Africa
3833,PAC Air,PCR,United States
3834,PAN Air,PNR,Spain
3835,PB Air,PBA,Thailand
3836,PDQ Air Charter,PDQ,United States
3837,PHH Aviation System,XAS,United States
3838,PLM Dollar Group,PDG,United Kingdom
3839,PLUNA,PUA,Uruguay
3840,PMTair,PMT,Cambodia
3841,PRT Aviation,PRP,Spain
3842,PSA Airlines,JIA,United States
3843,PTL Luftfahrtunternehemen,KST,Germany
3844,Paccair,WIS,United States
3845,Pace Airlines,PCE,United States
3846,Pacific Air Boats,PAB,Canada
3847,Pacific Air Charter,PRC,United States
3848,Pacific Air Express,PCF,United States
3849,Pacific Air Transport,PXP,United States
3850,Jetstar Pacific,PIC,Vietnam
3851,Pacific Alaska Airlines,PAK,United States
3852,Pacific Aviation (Australia),PCV,Australia
3853,Pacific Aviation (United States),PCX,United States
3854,Pacific Blue,PBN,New Zealand
3855,Pacific Coast Airlines,PQA,United States
3856,Pacific Coastal Airline,PCO,Canada
3857,Pacific East Asia Cargo Airlines,PEC,Philippines
3858,Pacific Flight Services,PFA,Singapore
3859,Pacific International Airlines,PIN,United States
3860,Pacific Island Aviation,PSA,United States
3861,Pacific Jet,PCJ,United States
3862,Pacific Pearl Airways,PPM,Philippines
3863,Pacific Rim Airways,PAR,Australia
3864,Pacific Southwest Airlines,PSX,United States
3865,Pacific Wings,NMI,United States
3866,Pacificair,,Philippines
3867,Pacificair Airlines,PFR,United States
3868,Package Express,RCY,United States
3869,Paisajes Espanoles,PAE,Spain
3870,Pak West Airlines,PKW,United States
3871,Pakistan International Airlines,PIA,Pakistan
3872,Pakker Avio,PKR,Estonia
3873,Pal Aerolineas,LPA,Mexico
3874,Palau Asia Pacific Airlines,PPC,Palau
3875,Palau Trans Pacific Airline,PTP,Palau
3876,Palestinian Airlines,PNW,Egypt
3877,Palmer Aviation,JSP,United Kingdom
3878,Pamir Airways,PIR,Afghanistan
3879,Pan African Air Services,PFN,Sierra Leone
3880,Pan African Airways,ODM,Kenya
3881,Pan Air,PAX,United States
3882,Pan Am Weather Systems,XPA,United States
3883,Pan Am World Airways,PWD,Dominican Republic
3885,Pan American Airways,PAA,United States
3886,Pan American World Airways,PAA,United States
3887,Pan Europeenne Air Service,PEA,France
3888,Pan Havacilik Ve Ticaret,PHT,Turkey
3889,Pan Malaysian Air Transport,PMA,Malaysia
3890,Pan-Air,PNC,Mexico
3891,Panafrican Airways,PNF,Ivory Coast
3892,Panagra Airways,PGI,United States
3893,Panamedia,PEI,Spain
3894,Panavia,PVI,Panama
3895,Panh,PNH,Russia
3896,Pannon Air Service,PHU,Hungary
3897,Panorama,PNM,Spain
3898,Panorama Air Tour,PAH,United States
3899,Panorama Flight Service,AFD,United States
3900,Pantanal Linhas Aéreas,PTN,Brazil
3901,Papair Terminal,HMP,Haiti
3902,Paradise Airways,PAI,United States
3903,Paradise Island Airways,PDI,United States
3904,Paragon Air Express,PGX,United States
3905,Paragon Global Flight Support,PGF,United Kingdom
3906,Paramount Airlines,PRR,Sierra Leone
3907,Paramount Airways,PMW,India
3908,Parcel Express,APE,United States
3909,Pariz Air,IRE,Iran
3910,Pars Aviation Service,PRA,Iran
3911,Parsa,PST,Panama
3912,Parsons Airways Northern,FAP,Canada
3913,Pascan Aviation,PSC,Canada
3914,Passaredo Transportes Aereos,PTB,Brazil
3915,Patria Cargas Aereas,PTC,Argentina
3916,Patriot Aviation Limited,BYT,United Kingdom
3917,Patterson Aviation Company,ETL,United States
3918,Pawan Hans,PHE,India
3919,Payam Air,IRP,Iran
3920,Peach Air,KGC,United Kingdom
3921,Pearl Air,PRL,Pakistan
3922,Pearl Air Services,PBY,Uganda
3923,Pearl Airways,HPA,Haiti
3924,Peau Vava%Gʻ%@u,PVU,Tonga
3925,Pecotox Air,PXA,Moldova
3926,Pegasus Airlines,PGT,Turkey
3927,Pegasus Aviation,PEV,Greece
3928,Pegasus Hava Tasimaciligi,,Turkey
3929,Pegasus Helicopters,HAK,Norway
3930,Pelican Air Services,PDF,South Africa
3931,Pelican Express,PEX,United States
3932,Pelita Air Service,PAS,Indonesia
3933,Pem-Air,PEM,Canada
3934,Pen-Avia,PDY,United Kingdom
3935,Peninsula Airways,PEN,United States
3936,Peninter Aerea,PNE,Mexico
3937,Penya De L'Aire,PCA,Spain
3938,Peran,CVT,Kazakhstan
3939,Perforadora Central,PCC,Mexico
3940,Perimeter Aviation,PAG,Canada
3941,Perm Airlines,PGP,Russia
3942,Personas Y Pasquetes Por Air,PPQ,Mexico
3943,Peruvian Air Force,FPR,Peru
3944,Peruvian Navy,INP,Peru
3945,Petroleos Mexicanos,PMX,Mexico
3946,Petroleum Helicopters,PHM,United States
3947,Petroleum Helicopters de Colombia,PHC,Colombia
3948,Petropavlovsk-Kamchatsk Air Enterprise,PTK,Russia
3949,Petty Transport,PTY,United States
3950,Phenix Aviation,PHV,France
3951,Phetchabun Airline,PMY,Thailand
3952,Philippine Airlines,PAL,Philippines
3953,Philips Aviation Services,PHI,Netherlands
3954,Phillips Air,BCH,United States
3955,Phillips Alaska,PDD,United States
3956,Phillips Michigan City Flying Service,PHL,United States
3957,Phoebus Apollo Aviation,PHB,South Africa
3958,Phoebus Apolloa Zambia,KZM,Zambia
3959,Phoenix Air Group,PHA,United States
3960,Phoenix Air Lines,PHN,Brazil
3961,Phoenix Air Service,PAM,Germany
3962,Phoenix Air Transport,PPG,United States
3963,Phoenix Airline Services,WDY,United States
3964,Phoenix Airways,,Switzerland
3965,Phoenix Avia,PHY,Armenia
3966,Phoenix Aviation,PHG,Kyrgyzstan
3967,Phoenix Flight Operations,XPX,United States
3968,Phuket Air,VAP,Thailand
3969,Piedmont Airlines (1948-1989),PDT,United States
3970,Pilatus Flugzeugwerke,PCH,Switzerland
3971,Pilatus PC-12 Center De Mexico,PLU,Mexico
3972,Pimichikamac Air,MKS,Canada
3973,Pineapple Air,PNP,Bahamas
3974,Pinframat,PIM,Angola
3975,Pinnacle Air Group,PCL,United States
3976,Pinnacle Airlines,FLG,United States
3977,Pioneer Airlines,PIO,United States
3978,Pioneers Limited,PER,Pakistan
3979,Pirinair Express,PRN,Spain
3980,Planar,PLN,Angola
3981,Planemaster Services,PMS,United States
3982,Planet Airways,PLZ,United States
3983,Players Air,PYZ,United States
3984,Ploizeihubschrauberstaffel Hamburg,LIB,Germany
3985,Plymouth School of Flying,PSF,United Kingdom
3986,Pocono Air Lines,POC,United States
3987,Podilia-Avia,PDA,Ukraine
3988,Point Afrique Niger,PAZ,Niger
3989,Point Airlines,RMI,Nigeria
3990,Pointair Burkina,PAW,Burkina Faso
3991,Points of Call Airlines,PTS,Canada
3992,Polar Air Cargo,PAC,United States
3993,Polar Airlines de Mexico,PMO,Mexico
3994,Polestar Aviation,PSR,United Kingdom
3995,Polet,POT,Russia
3996,Police Aux Frontiers,POF,France
3997,Police Aviation Services,PLC,United Kingdom
3998,Polish Air Force,PLF,Poland
3999,Polish Navy,PNY,Poland
4000,Polizeifliegerstaffel Nordrhein-Westfalen,NRW,Germany
4001,Polizeihibschrauberstaffel Neidersachsen,PPH,Germany
4002,Polizeihuberschrauberstaffel Sachsen-Anhalt,PIK,Germany
4003,Polizeihubschrafterstaffel Rheinland-Pfalz,SRP,Germany
4004,Polizeihubschrauberstaffel Baden-Wurtemberg,PBW,Germany
4005,Polizeihubschrauberstaffel Bayern,EDL,Germany
4006,Polizeihubschrauberstaffel Brandenburg,PBB,Germany
4007,Polizeihubschrauberstaffel Hessen,PHH,Germany
4008,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,PMV,Germany
4009,Polizeihubschrauberstaffel Sachsen,PHS,Germany
4010,Polizeihubschrauberstaffel Thuringen,HBT,Germany
4011,Polo Aviation,CUK,United Kingdom
4012,Polynesian Air-Ways,PLA,United States
4013,Polynesian Airlines,PAO,Samoa
4014,Polynesian Blue,PLB,New Zealand
4015,Polyot Sirena,,Russia
4016,Pond Air Express,PND,United States
4017,Pont International Airline Services,PSI,Suriname
4018,Pool Aviation,PLX,United Kingdom
4019,Port Townsend Airways,PTQ,United States
4020,Porteadora De Cosola,POR,Mexico
4021,Porter Airlines,POE,Canada
4022,Portugalia,PGA,Portugal
4023,Portuguese Air Force,AFP,Portugal
4024,Portuguese Army,POA,Portugal
4025,Portuguese Navy,PON,Portugal
4026,Potomac Air,PDC,United States
4027,Potosina Del Aire,PSN,Mexico
4028,Powell Air,PWL,Canada
4029,Prairie Flying Service,PFS,United States
4030,Pratt and Whitney Canada,PWC,Canada
4031,Precision Air,PRF,Tanzania
4032,Precision Airlines,PRE,United States
4033,Premiair,BAT,Luxembourg
4034,Premiair Aviation Services,PGL,United Kingdom
4035,Premiair Fliyng Club,PME,United Kingdom
4036,Premium Air Shuttle,EMI,Nigeria
4037,Premium Aviation,PMU,Germany
4038,Presidence Du Faso,BFA,Burkina Faso
4039,Presidencia de La Republica de Guinea Ecuatorial,ONM,Equatorial Guinea
4040,President Airlines,PSD,Cambodia
4041,Presidential Aviation,PRD,United States
4042,Priester Aviation,PWA,United States
4043,Primair,PMM,Russia
4044,Primaris Airlines,WCP,United States
4045,Primas Courier,PMC,United States
4046,Primavia Limited,CRY,United Kingdom
4047,Prime Air,PRM,United States
4048,Prime Aviation,PKZ,Kazakhstan
4049,Prince Edward Air,CME,Canada
4050,Princely Jets,PJP,Pakistan
4051,Princess Air,,
4052,Princeton Aviation Corporation,PCN,United States
4053,Priority Air Charter,PRY,United States
4054,Priority Air Transport,PAT,United States
4055,Priority Aviation Company,BCK,United States
4056,Privatair,PTI,Switzerland
4057,Private Jet Expeditions,PJE,United States
4058,Private Jet Management,PJA,United States
4059,Private Wings Flugcharter,PWF,Germany
4060,Privilege Style L,PVG,Spain
4061,Pro Air,PRH,United States
4062,Pro Air Service,PSZ,United States
4063,Probiz Guinee,GIY,Guinea
4064,Professional Express Courier Service,PAD,United States
4065,Professione VOlare,PVL,Italy
4066,Proflight Commuter Services,,Zambia
4067,Promotora Industria Totolapa,PTT,Mexico
4068,Propair,PRO,Canada
4069,Propflight Air Services,PFZ,Zambia
4070,Propheter Aviation,PPA,United States
4071,Proteus Helicopteres,PTH,France
4072,Providence Airline,PTL,United States
4073,Providence Aviation Services,AWD,Pakistan
4074,Provincial Airlines,SPR,Canada
4075,Provincial Express,PRV,Canada
4076,Pskovavia,PSW,Russia
4077,Psudiklat Perhubungan Udara/PLP,UDA,Indonesia
4078,Ptarmigan Airways,PTA,Canada
4079,Publiservicios Aereos,PSP,Mexico
4080,Publivoo,PUV,Portugal
4081,Puerto Rico National Guard,PNG,United States
4082,Puerto Vallarta Taxi Aereo,TXV,Mexico
4083,Pulkovo Aircraft Services,PGH,Russia
4084,Puma Linhas Aereas,PLY,Brazil
4085,Puntavia Air Services,PTV,Djibouti
4086,Punto Fa,MGO,Spain
4087,Pyramid Air Lines,PYR,Egypt
4088,Qanot Sharq,QNT,Uzbekistan
4089,Qantas,QFA,Australia
4090,Qatar Air Cargo,QAC,Qatar
4091,Qatar Airways,QTR,Qatar
4092,Qatar Amiri Flight,QAF,Qatar
4093,Qeshm Air,IRQ,Iran
4094,Quantex Environmental,QTX,Canada
4095,Quebec Government Air Service,QUE,Canada
4096,Queen Air,QNA,Dominican Republic
4097,Quest Diagnostics,LBQ,United States
4098,Quick Air Jet Charter,QAJ,Germany
4099,Quick Airways Holland,QAH,Netherlands
4100,Quisqueya Airlines,QAS,Haiti
4101,Qurinea Air Service,QAQ,Libya
4102,Qwest Commuter Corporation,QCC,United States
4103,Qwestair,QWA,Australia
4104,Qwila Air,QWL,South Africa
4105,RA Jet Aeroservicios,RJT,Mexico
4106,RACSA,,Guatemala
4107,RAF Barkston Heath,BKH,United Kingdom
4108,Church Fenton Flying Training Unit,CFN,United Kingdom
4109,Coltishall Flying Training Unit,COH,United Kingdom
4110,Coningsby Flying Training Unit,CBY,United Kingdom
4111,Cottesmore Flying Training Unit,COT,United Kingdom
4112,Cranwell Flying Training Unit,CWL,United Kingdom
4113,Kinloss Flying Training Unit,KIN,United Kingdom
4114,Leeming Flying Training Unit,LEE,United Kingdom
4115,RAF Leuchars,LCS,United Kingdom
4116,Linton-on-Ouse Flying Training Unit,LOP,United Kingdom
4117,Lossiemouth Flying Training Unit,LOS,United Kingdom
4118,Marham Flying Training Unit,MRH,United Kingdom
4119,Northwood Headquarters (RAF,NWO,United Kingdom
4120,RAF Scampton,SMZ,United Kingdom
4121,RAF St Athan,STN,UNited Kingdom
4122,RAF St Mawgan Search and Rescue,SMG,United Kingdom
4123,RAF Topcliffe Flying Training Unit,TOF,United Kingdom
4124,RAF Valley Flying Training Unit,VYT,United Kingdom
4125,RAF Valley SAR Training Unit,VLL,United Kingdom
4126,Waddington FTU,WAD,United Kingdom
4127,Wittering FTU,WIT,United Kingdom
4128,RAF-Avia,MTL,Latvia
4129,RAK Airways,RKM,United Arab Emirates
4130,RWL Luftfahrtgesellschaft,RWL,Germany
4131,Rabbit-Air,RBB,Switzerland
4132,Race Cargo Airlines,ACE,Ghana
4133,Rader Aviation,GBR,United States
4134,Radixx Solutions International,,United States
4135,Raji Airlines,RAJ,Pakistan
4136,Raleigh Flying Service,RFA,United States
4137,Ram Air Freight,REX,United States
4138,Ram Aircraft Corporation,RMT,United States
4139,Ramp 66,PPK,United States
4140,Rangemile Limited,RGM,United Kingdom
4141,Raslan Air Service,MWR,Egypt
4142,Rath Aviaton,RAQ,Austria
4143,Ratkhan Air,CSM,Kazakhstan
4144,Raven Air,RVR,United Kingdom
4145,Raven Air,RVN,United States
4146,Ray Aviation,REI,Israel
4147,Raya Jet,RYT,Jordan
4148,Raytheon Aircraft Company,RTN,United States
4149,Raytheon Corporate Jets,RCJ,United Kingdom
4150,Raytheon Travel Air,KSS,United States
4151,Real Aero Club De Baleares,RCB,Spain
4152,Real Aero Club de Reus-Costa Dorado,CDT,Spain
4153,Real Aeroclub De Ternerife,RCD,Spain
4154,Real Aviation,RLV,Ghana
4155,Rebus,REB,Bulgaria
4156,Red Aviation,PSH,United Kingdom
4157,Red Baron Aviation,RBN,United States
4158,Red Devils Parachute Display Team,DEV,United Kingdom
4159,Red Sea Aviation,RDV,Egypt
4160,Red Sky Ventures,RSV,Namibia
4161,Red Star,STR,United Arab Emirates
4162,Redhill Aviation,RHC,United Kingdom
4163,Reed Aviation,RAV,United Kingdom
4164,Reef Air,REF,New Zealand
4165,Reem Air,REK,Kyrgyzstan
4166,Reeve Aleutian Airways,RVV,United States
4167,Regal Bahamas International Airways,RBH,Bahamas
4168,Regency Airlines,RGY,United States
4169,Regent Air,RAH,Canada
4170,Regio Air,RAG,Germany
4171,Region Air,RGR,Canada
4172,Regional 1,TSH,Canada
4173,Regional Air,RIL,Mauritania
4174,Regional Air Express,REW,Germany
4175,Regional Air Lines,RGL,Morocco
4176,Regional Air Services,REG,Tanzania
4177,Regional Airlines,,Morocco
4178,Regional Express,RXA,Australia
4179,Regional Geodata Air,JJM,Spain
4180,RegionsAir,CEA,United States
4181,Reliance Aviation,REL,United States
4182,Reliant Airlines,RLT,United States
4183,Relief Transport Services,RTS,United Kingdom
4184,Renan,RAN,Moldova
4185,Reno Air,ROA,United States
4186,Renown Aviation,RGS,United States
4187,Republic Airlines,RPA,United States
4188,Republic Express Airlines,RPH,Indonesia
4189,Republicair,RBC,Mexico
4190,Resort Air,RST,United States
4191,Rhoades Aviation,RDS,United States
4192,Riau Airlines,RIU,Indonesia
4193,Rich International Airways,RIA,United States
4194,Richards Aviation,RVC,United States
4195,Richardson's Airway,RIC,United States
4196,Richland Aviation,RCA,United States
4197,Rick Lucas Helicopters,HPR,New Zealand
4198,Rico Linhas A,RLE,Brazil
4199,Ridder Avia,RID,Kazakhstan
4200,Riga Airclub,RAK,Latvia
4201,Rijnmond Air Services,RAZ,Netherland
4202,Rikspolisstyrelsen,POL,Sweden
4203,Rimrock Airlines,RIM,United States
4204,Rio Air Express,SKA,Brazil
4205,Rio Airways,REO,United States
4206,Rio Grande Air,GRN,United States
4207,Rio Sul Servi,RSL,Brazil
4208,River Ministries Air Charter,RVM,South Africa
4209,River State Government of Nigeria,RGP,Nigeria
4210,Rivne Universal Avia,UNR,Ukraine
4211,Roadair Lines,RDL,Canada
4212,Robinton Aero,RBT,Dominican Republic
4213,Roblex Aviation,ROX,United States
4214,Rockwell Collins Avionics,RKW,United States
4215,Rocky Mountain Airlines,ROC,Canada
4216,Rocky Mountain Airways,RMA,United States
4217,Rocky Mountain Holdings,LIF,United States
4218,Rodze Air,RDZ,Nigeria
4219,Rog-Air,FAD,Canada
4220,Rollright Aviation,RRZ,United Kingdom
4221,Rolls-Royce Limited,RRL,United Kingdom
4222,Rolls-Royce plc,BTU,United Kingdom
4223,Romanian Air Force,ROF,Romania
4224,Romavia,RMV,Romania
4225,Ronso,RNS,Mexico
4226,Roraima Airways,ROR,Guyana
4227,Rosneft-Baltika,RNB,Russia
4228,Ross Aviation,NRG,United States
4229,Rossair,RFS,Australia
4230,Rossair,RSS,South Africa
4231,Rossair Europe,ROS,Netherlands
4232,Rossiya,,Russia
4233,Roswell Airlines,RAL,United States
4234,Air Rarotonga,RAR,Cook Islands
4235,Rotatur,RTR,Brazil
4236,Rotormotion,RKT,United Kingdom
4237,Rotterdam Jet Center,JCR,Netherlands
4238,Rover Airways International,ROV,United States
4239,Rovos Air,VOS,South Africa
4240,Royal Air Cargo,RCG,South Africa
4241,Royal Air Force,RFR,United Kingdom
4242,Royal Air Force of Oman,MJN,Oman
4243,Royal Air Force,ACW,United Kingdom
4244,Royal Air Force,RRR,United Kingdom
4245,Royal Air Force,RRF,United Kingdom
4246,Royal Air Force,SHF,United Kingdom
4247,Royal Air Freight,RAX,United States
4248,Royal Air Maroc,RAM,Morocco
4249,Royal Airlines,RPK,Pakistan
4250,Royal American Airways,RLM,United States
4251,Royal Aruban Airline,RYL,Aruba
4252,Royal Australian Air Force,ASY,Australia
4253,Royal Aviation Express,RXP,Canada
4254,Royal Bahrain Airlines,RYB,Bahrain
4255,Royal Brunei Airlines,RBA,Brunei
4256,Royal Daisy Airlines,KDR,Uganda
4257,Royal Ghanaian Airlines,RGA,Ghana
4258,Royal Jet,ROJ,United Arab Emirates
4259,Royal Jordanian,RJA,Jordan
